id,n_crop,n_disease,n_medicine
377-1,[],"['根腐病', '枯草芽孢杆菌']","['王铜', '?甲霜灵', '?恶霉灵', '精甲霜灵', '咯菌腈', '?福美双']"
377-2,[],"['根腐病', '枯草芽孢杆菌']","['络氨铜', '氯溴异氰尿酸', '甲霜恶霉灵', '咯菌腈', '生根剂', '磷酸二氢钾']"
377-3,[],"['根腐病', '枯草芽孢杆菌']","['王铜', '?甲霜灵', '?恶霉灵', '精甲霜灵', '咯菌腈', '?福美双']"
378-1,[],[],['碧护']
379-1,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
379-2,[],['根系发育不良'],"['海藻酸', '甲壳素']"
379-3,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
380-1,[],"['土壤盐渍化', '枯草芽孢杆菌']","['腐植酸', '碧护', '磷酸二氢钾']"
380-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
380-3,[],"['土壤盐渍化', '枯草芽孢杆菌']","['腐植酸', '碧护', '磷酸二氢钾']"
381-1,[],[],"['氨基寡糖素', '宁南霉素']"
381-2,[],"['病毒病', '钝化病毒病']","['氨基寡糖素', '盐酸吗啉胍', '宁南霉素', '松脂酸铜', '烯啶吡蚜酮']"
381-3,[],[],"['氨基寡糖素', '宁南霉素']"
382-1,[],['疫病'],"['杀菌剂', '湿性粉剂', '代森锰锌', '湿性粉剂', '普力克', '雷多米尔', '湿性粉剂', '霜疫清', '湿性粉剂', '百菌清', '湿性粉剂', '甲霜灵', '湿性粉剂', '克露', '湿性粉剂', '肟菌酯', '锰锌', '湿性粉剂']"
382-3,[],['疫病'],"['杀菌剂', '湿性粉剂', '代森锰锌', '湿性粉剂', '普力克', '雷多米尔', '湿性粉剂', '霜疫清', '湿性粉剂', '百菌清', '湿性粉剂', '甲霜灵', '湿性粉剂', '克露', '湿性粉剂', '肟菌酯', '锰锌', '湿性粉剂']"
383-1,[],"['炭疽病', '炭疽']","['咪鲜胺锰盐', '苯甲溴菌腈', '腐霉利', '溴菌腈', '啶氧菌酯', '吡唑醚菌酯']"
383-2,['辣椒'],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
383-3,[],"['炭疽病', '炭疽']","['咪鲜胺锰盐', '苯甲溴菌腈', '腐霉利', '溴菌腈', '啶氧菌酯', '吡唑醚菌酯']"
384-1,[],"['脐腐病', '缺钙']",['螯合钙']
384-2,['辣椒'],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
384-3,['辣椒'],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
385-1,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
385-2,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
385-3,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
386-1,[],['用药不当'],"['碧护', '芸苔素内酯']"
386-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
386-3,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
387-1,[],['枯萎病'],"['杀菌剂', '乙蒜素', '嘧霉胺', '溴菌腈']"
387-2,[],"['青枯病', '枯萎病', '菌脓', '青枯病', '枯萎病', '青枯病', '枯萎病', '恶霉']","['络氨铜', '噻唑锌', '春雷霉素', '乙蒜素', '叶枯唑', '氯溴异', '磷酸二氢钾', '碧护', '稻瘟灵', '辛菌胺醋酸盐', '恶霉灵', '春雷霉素', '恶霉灵', '敌磺钠']"
387-3,[],['枯萎病'],"['杀菌剂', '乙蒜素', '嘧霉胺', '溴菌腈']"
388-1,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
388-2,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
388-3,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
389-1,[],"['软腐病', '疫病']",[]
389-2,[],"['炭疽病', '细菌性软腐病']","['戊唑醇', '可杀得']"
389-3,[],"['软腐病', '疫病']",[]
390-1,[],[],['碧护']
390-2,[],['用药不当'],"['碧护', '芸苔素内酯']"
390-3,[],['用药不当'],"['碧护', '芸苔素内酯']"
391-3,[],['缺硼'],"['氮肥', '氮肥', '调环酸', '碧护', '＋速乐硼', '＋鳌合钙']"
392-1,[],[],"['高效氯氟氰菊酯', '噻虫嗪', '联苯菊酯', '联苯菊酯', '噻虫嗪', '联苯菊酯']"
392-2,[],[],"['联苯菊酯', '噻虫嗪']"
392-3,[],[],"['高效氯氟氰菊酯', '噻虫嗪', '联苯菊酯', '联苯菊酯', '噻虫嗪', '联苯菊酯']"
393-1,[],['用药不当'],"['碧护', '芸苔素内酯']"
393-2,[],"['土壤盐渍化', '根系发育不良', '缺素', '导致早衰', '枯草芽孢杆菌']","['腐植酸', '甲霜恶霉灵', '碧护', '磷酸二氢钾']"
393-3,[],['用药不当'],"['碧护', '芸苔素内酯']"
394-1,[],[],"['乙蒜素', '氯溴异氰尿酸', '春雷王铜', '氢氧化铜', '春雷霉素']"
394-2,[],"['根系不好', '枯草芽孢杆菌']","['腐植酸', '碧护', '芸苔素内酯']"
394-3,[],[],"['乙蒜素', '氯溴异氰尿酸', '春雷王铜', '氢氧化铜', '春雷霉素']"
395-1,[],"['脐腐病', '缺钙']",['螯合钙']
395-2,['辣椒'],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
395-3,['辣椒'],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
396-1,[],[],"['细菌性', '喹啉铜', '多抗霉素', '琥胶肥酸铜', '春雷霉素', '生菌素']"
396-2,[],"['根系发育不良', '枯草芽孢杆菌']",[]
396-3,[],[],"['细菌性', '喹啉铜', '多抗霉素', '琥胶肥酸铜', '春雷霉素', '生菌素']"
397-1,"['辣椒', '辣椒', '辣椒', '辣椒']","['光照不足', '疮痂病', '炭疽病', '病毒病', '光照不足']",[]
398-1,[],[],"['氨基寡糖素', '宁南霉素']"
398-2,[],['病毒病'],"['氨基寡糖素', '宁南霉素']"
399-1,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
399-2,[],['茶黄螨'],"['哒螨灵', '哒螨灵', '螺螨酯', '乙螨唑', '四螨嗪', '联苯肼酯']"
400-1,[],"['根腐病', '枯草芽孢杆菌']","['霜霉威', '王铜', '甲霜灵', '恶霉灵', '酸钠', '恶霉灵']"
400-2,['辣椒'],['根腐病'],"['杀菌剂', '乙蒜素', '甲基硫菌灵', '溴菌腈', '碧护']"
401-1,[],['用药不当'],"['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
401-2,[],['施药不当'],['碧护']
402-1,[],['白粉病'],[]
402-2,[],['施药不当'],['碧护']
403-1,[],[],"['生菌素', '恶霉灵', '生根剂', '普力克']"
403-2,[],['根腐病'],"['杀菌剂', '乙蒜素', '甲基硫菌灵', '溴菌腈']"
404-1,[],"['病毒病', '蚜虫', '白粉虱', '蓟马', '螨虫', '病毒病']","['盐酸', '宁南霉素', '乙酸铜', '阿维菌素']"
404-2,[],"['病毒病', '病毒病', '蓟马', '蚜虫', '刺吸式害虫', '缺水缺']","['宁南霉素', '盐酸吗啉胍', '氨基寡糖素']"
405-1,[],['辣椒白星病'],"['苯醚甲环唑', '吡唑嘧菌酯', '噻菌铜', '戊唑醇', '琥胶肥酸铜', '磷酸二氢钾']"
405-2,[],['白星病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
406-1,[],['细菌性病害'],"['喹啉铜', '乙蒜素', '噻唑锌', '叶枯唑', '氯溴异氰尿酸']"
406-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
407-1,[],"['脐腐病', '缺钙']",[]
407-2,['辣椒'],"['炭疽病', '脐腐病', '缺钙', '生理性病害', '脐腐病']","['阿砣', '苯醚甲环唑', '咪鲜胺锰盐', '腐霉利', '氟硅唑', '啶氧菌酯', '苯甲溴菌腈', '吡唑嘧菌酯', '螯合钙', '氨基酸', '糖醇钙', '氨基酸叶面肥']"
408-1,['辣椒'],['疫病'],"['锰锌', '烯酰吗啉', '锰锌', '乙铝', '霜霉威盐酸盐', '氰霜唑', '氟吗啉', '锰锌', '磷酸二氢钾', '腐植酸']"
408-2,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
409-1,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '咪鲜胺', '溴菌腈']"
409-2,[],['炭疽病'],"['溴菌腈', '咪鲜胺', '氟环唑', '四氟醚唑', '啶氧菌酯', '溴菌腈', '苯醚甲环唑', '醚菌酯', '醚菌酯']"
410-1,[],['细菌性病害'],"['生菌素', '叶枯唑', '噻唑锌']"
410-2,[],"['炭疽病', '疫病危害']",['肟菌戊唑醇']
411-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
412-1,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
412-2,[],[],['碧护']
413-1,[],"['根系发育不良', '炭疽病', '枯草芽孢杆菌']","['碧护', '肟菌戊唑醇', '磷酸二氢钾']"
413-2,[],['肥害'],['碧护']
414-1,[],['根系发育不良'],"['海藻酸', '甲壳素']"
414-2,[],['枯草芽孢杆菌'],['碧护']
415-1,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
415-2,['辣椒'],['炭疽病'],"['苯醚甲环唑', '咪鲜胺锰盐', '腐霉利', '氟硅唑', '啶氧菌酯', '吡唑嘧菌酯']"
416-1,[],['枯草芽孢杆菌'],"['有机肥', '生物菌肥', '硫酸钾复合肥', '霜霉威盐酸盐', '普力克', '恶霉灵', '甲壳素', '生根剂', '甲霜恶霉灵']"
416-2,['辣椒'],[],"['有机肥', '平衡型水溶肥', '恶霉灵']"
417-1,[],['疫病'],"['烯酰', '代森联', '代森联', '霜脲氰', '霜霉威', '烯酰', '嘧菌酯', '霜脲氰']"
417-2,[],['用药不当'],"['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
418-1,['辣椒'],"['炭疽病', '疫病']","['苯醚甲环唑', '咪鲜胺锰盐', '腐霉利', '氟硅唑', '啶氧菌酯', '吡唑嘧菌酯', '烯酰吗啉']"
418-2,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
419-1,['辣椒'],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
419-2,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
420-1,[],['茶黄螨'],"['哒螨灵', '螺螨酯', '乙螨唑', '四螨嗪', '联苯肼酯']"
420-2,[],['茶黄螨'],"['哒螨灵', '联苯肼酯']"
421-1,['辣椒'],['疫病'],"['烯酰', '代森联', '代森联', '霜脲氰', '霜霉威', '烯酰', '嘧菌酯', '霜脲氰']"
421-2,[],['根系发育不良'],"['海藻酸', '甲壳素']"
422-1,[],['白星病'],"['戊唑醇', '苯甲丙森锌', '腈菌唑']"
422-2,[],['辣椒白星病'],"['苯醚甲环唑', '吡唑嘧菌酯', '噻菌铜', '戊唑醇', '琥胶肥酸铜', '磷酸二氢钾']"
423-1,[],['绵疫病'],"['双炔酰菌胺', '锰锌', '杀毒矾', '杀毒矾', '恶霜灵', '代森锰锌', '克露', '霜脲锰锌']"
423-2,[],['绵疫病'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
424-2,[],['禾本科杂草阔叶杂草'],[]
425-1,[],"['病害表现：土壤盐渍化', '病害表现']","['氨基酸', '水溶肥', '磷酸二氢钾', '芸苔素内酯']"
425-2,[],"['缺素', '光合作用弱', '枯草芽孢杆菌']","['氨基酸', '水溶肥', '平衡型水溶肥', '甲霜恶霉灵', '磷酸二氢钾', '氨基酸', '叶面肥']"
426-1,[],[],['碧护']
426-2,[],"['根系发育不良', '枯草芽孢杆菌']",[]
427-1,[],['肥害'],['碧护']
427-2,[],['炭疽病'],['苯甲溴菌腈']
428-1,[],['晚疫病'],"['杀菌剂', '湿性粉剂', '代森锰锌', '湿性粉剂', '普力克', '雷多米尔', '湿性粉剂', '霜疫清', '湿性粉剂', '百菌清', '湿性粉剂', '甲霜灵', '湿性粉剂', '克露', '湿性粉剂', '肟菌酯', '锰锌', '湿性粉剂']"
428-2,['辣椒'],['疫病'],"['锰锌', '烯酰吗啉', '锰锌', '乙铝', '霜霉威盐酸盐', '氰霜唑', '氟吗啉', '锰锌', '磷酸二氢钾', '腐植酸']"
429-1,[],[],"['脱肥', '生物菌肥', '芸苔素内酯']"
429-2,[],"['根系发育不良导致', '枯草芽孢杆菌']","['碧护', '磷酸二氢钾']"
430-1,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
430-2,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
431-1,[],['枯草芽孢杆菌'],['恶霉灵']
431-2,[],"['疫霉', '茎基腐病']","['氰霜唑', '锰锌', '湿性粉剂']"
432-1,[],[],"['磷酸二氢钾', '氨基酸']"
432-2,['辣椒'],"['紫斑病', '生理性病害']","['碧护', '＋磷酸二氢钾']"
433-1,[],[],['磷酸二氢钾']
433-2,[],[],['磷酸二氢钾']
434-1,[],"['缺素证', '枯草芽孢杆菌']",['氨基酸']
434-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
435-1,[],['用药不当'],"['碧护', '芸苔素内酯']"
435-2,[],['细菌性叶斑病'],"['噻菌铜', '喹啉铜', '松脂酸铜', '壬菌酮']"
436-1,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
436-2,[],['疫病危害'],['克露']
437-1,[],['茶黄螨'],"['哒螨灵', '哒螨灵', '螺螨酯', '乙螨唑', '四螨嗪', '联苯肼酯']"
437-2,[],['茶黄螨'],"['阿维哒螨灵', '阿维螺螨酯']"
438-1,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
438-2,[],"['炭疽病', '炭疽']","['咪鲜胺锰盐', '苯甲溴菌腈', '腐霉利', '溴菌腈', '啶氧菌酯', '吡唑醚菌酯']"
439-1,[],['病毒病'],[]
439-2,[],['病毒病危害'],"['盐酸吗啉胍', '烯啶吡蚜酮']"
440-1,[],['根腐病'],"['杀菌剂', '乙蒜素', '甲基硫菌灵', '溴菌腈']"
440-2,[],"['根腐病', '枯草芽孢杆菌']","['恶霉灵', '甲基立枯磷', '生根剂', '恶霉灵', '甲霜灵']"
441-1,[],['细菌性病害'],"['生菌素', '氢氧化铜', '喹啉铜', '春雷王铜']"
441-2,[],['炭疽病'],"['苯甲溴菌腈', '咪鲜胺锰盐']"
442-1,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
442-2,[],[],['碧护']
443-1,[],['根系不好'],"['缺微肥', '氨基酸二轻钾肥', '水溶肥', '恶霉灵']"
443-2,[],['枯草芽孢杆菌'],"['腐植酸', '碧护', '磷酸二氢钾']"
444-1,[],['肥害'],['碧护']
444-2,[],['高温气害'],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
445-1,[],['细菌性病害'],"['喹啉铜', '乙蒜素', '噻唑锌', '叶枯唑', '氯溴异氰尿酸']"
445-2,[],['细菌性病害'],"['生菌素', '氢氧化铜', '喹啉铜', '春雷王铜']"
446-1,[],['根腐病'],[]
446-2,[],"['肥害', '烧根']",[]
447-1,[],['螨虫'],"['四螨嗪', '阿维哒螨灵', '螺螨酯', '联苯肼酯', '乙螨唑']"
447-2,[],['用药不当'],"['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
448-1,[],['施药不当'],['碧护']
448-2,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
449-1,[],['生理性病害'],"['氨基酸', '十芸苔素', '碧护']"
449-2,[],['高温灼伤'],['碧护']
450-1,[],[],['氨基酸二氢钾']
450-2,[],[],['水溶肥']
451-1,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
451-2,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '咪鲜胺', '溴菌腈']"
452-1,[],['枯草芽孢杆菌'],"['恶霉灵', '氨基酸二氢钾']"
452-2,[],"['土壤盐渍化', '根系发育不良', '缺素', '枯草芽孢杆菌']","['腐植酸', '甲霜恶霉灵', '碧护', '磷酸二氢钾']"
453-1,[],[],['氨基酸二氢钾']
453-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
454-1,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
454-2,[],['蔓枯病'],"['戊唑醇', '霜唑', '氟硅', '氟环睉', '苯醚甲环唑', '肟菌酯', '戊唑醇', '苯甲丙环唑', '苯甲嘧菌酯', '吡唑醚菌酯']"
455-1,[],"['炭疽病', '炭疽']","['咪鲜胺锰盐', '苯甲溴菌腈', '腐霉利', '溴菌腈', '啶氧菌酯', '吡唑醚菌酯']"
455-2,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '咪鲜胺', '溴菌腈']"
456-1,[],['病毒病'],"['氨基寡糖素', '螺虫乙酯', '多杀菌素']"
457-1,[],['炭疽病'],"['苯醚甲环唑', '呲唑醚菌酯', '咪鲜胺']"
457-2,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
458-1,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
458-2,[],"['炭疽病', '氟菌']","['肟菌酯', '苯醚甲环唑', '吡唑醚菌酯', '肟菌戊唑醇', '咪鲜胺']"
459-1,[],"['炭疽病', '疫病危害']",['肟菌戊唑醇']
459-2,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
460-1,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
460-2,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
461-1,[],['疫病'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
461-2,[],['疫病'],[]
462-1,[],['烟青虫'],[]
462-2,['辣椒'],['疫病'],"['烯酰', '代森联', '代森联', '霜脲氰', '霜霉威', '烯酰', '嘧菌酯', '霜脲氰']"
463-1,[],['病毒病'],[]
463-2,[],['病毒病'],[]
463-3,[],['病毒病'],[]
464-1,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '咪鲜胺', '溴菌腈']"
464-2,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
465-1,[],"['土壤盐渍化', '根系发育不良', '缺素', '导致早衰', '枯草芽孢杆菌']","['腐植酸', '甲霜恶霉灵', '碧护', '磷酸二氢钾']"
465-2,[],"['土壤盐渍化', '枯草芽孢杆菌']","['腐植酸', '碧护', '磷酸二氢钾']"
466-1,[],"['脐腐病', '紫斑病']","['螯合钙', '磷酸二氢钾']"
466-2,[],"['脐腐病', '疫病危害']",['鳌合钙']
467-1,[],['疫病'],[]
467-2,[],[],['霜霉威盐酸盐']
467-3,[],['疫病危害'],['克露']
468-1,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
468-2,[],[],['碧护']
469-1,[],['用药不当'],[]
469-2,[],['疫病'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
470-1,[],['施药不当'],['碧护']
470-2,[],['用药不当'],"['碧护', '芸苔素内酯']"
471-1,[],[],['氨基酸二氢钾']
471-2,[],"['病毒病', '钝化病毒病']","['氨基寡糖素', '盐酸吗啉胍', '宁南霉素', '松脂酸铜', '烯啶吡蚜酮']"
472-1,[],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
472-2,[],"['病毒病', '钝化病毒病']","['氨基寡糖素', '盐酸吗啉胍', '宁南霉素', '松脂酸铜', '烯啶吡蚜酮']"
473-1,[],[],['碧护']
473-2,[],['用药不当'],"['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
474-1,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
474-2,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯']"
475-1,[],['病毒病'],[]
475-2,[],['病毒病'],"['宁南霉素', '氨基寡糖素']"
476-1,[],['炭疽病'],['咪鲜胺']
476-2,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '咪鲜胺', '溴菌腈']"
477-1,[],"['根腐病', '枯草芽孢杆菌']",['甲霜恶霉灵']
477-2,[],['根腐病'],"['恶霉灵', '多菌灵', '福美双', '百菌清']"
478-1,[],['灼果'],[]
479-1,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
479-2,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '阿砣', '啶氧菌酯', '戊唑醇', '百菌清']"
479-3,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
480-1,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
480-2,[],['细菌性病害'],"['噻唑锌', '乙蒜素', '生菌素', '喹啉铜', '络氨铜']"
480-3,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
481-1,[],['施药不当'],['碧护']
481-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
481-3,[],['施药不当'],['碧护']
482-1,['辣椒'],['疫病'],[]
482-2,[],['疫病危害'],['克露']
482-3,['辣椒'],['疫病'],[]
483-1,[],[],['水溶肥']
483-2,[],"['僵果', '供应不足']",['调环酸钙']
484-1,[],['根系发育不良'],"['海藻酸', '甲壳素']"
484-2,[],"['根系发育不良', '枯草芽孢杆菌']",[]
484-3,[],['根系发育不良'],"['海藻酸', '甲壳素']"
485-1,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '阿砣', '啶氧菌酯', '戊唑醇', '百菌清']"
485-2,[],"['高温气害', '炭疽病']","['碧护', '肟菌戊唑醇', '磷酸二氢钾', '氨基酸叶面肥']"
485-3,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '阿砣', '啶氧菌酯', '戊唑醇', '百菌清']"
486-1,[],['病毒病'],[]
486-2,[],['茶黄螨'],"['阿维菌素', '哒螨灵', '螺螨酯', '联苯肼酯']"
487-1,[],['病毒病'],[]
487-2,[],['缺硼'],['钙元素']
488-1,[],['病毒病'],"['氨基寡糖素', '宁南霉素', '烟酸吗啉胍']"
488-2,[],"['病毒病', '病毒病', '蓟马', '蚜虫', '刺吸式害虫', '缺水缺']","['宁南霉素', '盐酸吗啉胍', '氨基寡糖素']"
488-3,[],['病毒病'],"['氨基寡糖素', '宁南霉素', '烟酸吗啉胍']"
489-1,['辣椒'],['根腐病'],"['杀菌剂', '乙蒜素', '甲基硫菌灵', '溴菌腈', '碧护']"
489-2,[],"['青枯病', '根腐病']",[]
489-3,['辣椒'],['根腐病'],"['杀菌剂', '乙蒜素', '甲基硫菌灵', '溴菌腈', '碧护']"
490-1,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
490-2,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '阿砣', '啶氧菌酯', '戊唑醇', '百菌清']"
490-3,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
491-1,[],[],"['黄腐酸', '水溶肥']"
491-3,[],[],"['黄腐酸', '水溶肥']"
492-1,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
492-2,[],['疫病'],"['杀菌剂', '湿性粉剂', '代森锰锌', '湿性粉剂', '普力克', '雷多米尔', '湿性粉剂', '霜疫清', '湿性粉剂', '百菌清', '湿性粉剂', '甲霜灵', '湿性粉剂', '克露', '湿性粉剂', '肟菌酯', '锰锌', '湿性粉剂']"
492-3,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
493-1,[],['供应不足'],['调环酸钙']
493-2,[],"['氮肥过量', '磷钾肥不足']",['矮壮素']
493-3,[],['供应不足'],['调环酸钙']
494-1,[],['白星病'],"['苯醚甲环唑', '代森联', '己唑醇', '肟菌酯', '戊唑醇', '氟硅唑', '氟环唑']"
494-2,['辣椒'],['疫病'],"['烯酰', '代森联', '代森联', '霜脲氰', '霜霉威', '烯酰', '嘧菌酯', '霜脲氰']"
494-3,[],['白星病'],"['苯醚甲环唑', '代森联', '己唑醇', '肟菌酯', '戊唑醇', '氟硅唑', '氟环唑']"
495-1,['辣椒'],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
495-3,['辣椒'],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
496-2,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
496-3,['辣椒'],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
497-1,[],['肥害'],['碧护']
497-2,[],['枯草芽孢杆菌'],"['氨基酸', '十芸苔素']"
497-3,[],['肥害'],['碧护']
498-1,[],"['疫病', '炭疽病危害']",['肟菌戊唑醇']
499-1,[],['菟丝子'],[]
499-2,[],['菟丝子'],[]
499-3,[],"['菟丝子', '菟丝子']",[]
500-1,['辣椒'],['疫病'],"['锰锌', '烯酰吗啉', '锰锌', '乙铝', '霜霉威盐酸盐', '氰霜唑', '氟吗啉', '锰锌', '磷酸二氢钾', '腐植酸']"
500-2,['辣椒'],['疮痂病'],"['杀菌剂', '噻唑锌', '乙蒜素', '氯溴异氰尿酸']"
501-1,[],"['高温灼伤', '用药不当']","['生物菌肥', '氨基酸叶面肥']"
501-2,[],[],"['碧护', '磷酸二氢钾']"
502-1,[],[],"['有机肥', '硫酸钾复合肥']"
502-2,[],[],['平衡肥']
503-1,[],"['缺硼', '畸形果']",['速乐硼']
503-2,[],[],[]
504-1,[],['粘菌病'],"['嘧霉胺', '腐霉利']"
504-2,[],['白粉病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
505-1,[],"['病斑', '炭疽病']","['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
505-2,[],"['炭疽病', '炭疽']","['咪鲜胺锰盐', '苯甲溴菌腈', '腐霉利', '溴菌腈', '啶氧菌酯', '吡唑醚菌酯']"
506-1,[],['青枯病'],"['喹啉铜', '叶枯唑', '乙蒜素', '嘧霉胺', '噻菌铜', '春雷霉素', '喹啉铜']"
506-2,[],"['根系发育不良导致', '枯草芽孢杆菌']","['碧护', '磷酸二氢钾']"
507-1,[],[],['春雷霉素']
507-2,[],['疫病'],['可杀得']
508-1,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
508-2,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
509-1,['辣椒'],['疫病'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
