id,text,n_corp,n_disease,n_medicine
147-3,考虑温度，光照，用肥问题，或者土壤水分含量过低，等因素导致，建议合理增加光合作用，避免夜温过高，避免偏重钾肥，合理疏果，促进果子膨大，着色。,[],[],['钾肥']
148-1,天气不正常，建议喷施益沛蔬复合微生物菌剂或阿泰灵等，提高抗逆性。,[],[],['微生物菌剂']
148-2,使用甲基硫菌灵＋苯醚甲环唑或者戊唑醇喷雾调理，平衡肥水供应。,[],[],"['甲基硫菌灵', '苯醚甲环唑', '戊唑醇']"
148-3,天气不正常，建议喷施益沛蔬复合微生物菌剂或阿泰灵等，提高抗逆性。,[],[],['微生物菌剂']
149-1,图片显示是施药不当造成的药害。可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],['施药不当'],['微生物菌剂']
149-2,你好，这个情况考虑土壤环境差，早衰，根系吸收不良导致生理性黄化，可用枯草芽孢杆菌或者海藻肥，腐植酸灌根，叶面可用磷酸二氢钾或者碧护缓解。,[],"['，早衰', '枯草芽孢杆菌']","['海藻肥', '，腐植酸', '磷酸二氢钾', '碧护']"
149-3,图片显示是施药不当造成的药害。可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],['施药不当'],['微生物菌剂']
150-1,考虑温度不适或土壤环境差，根系发育不良导致建议随水冲施腐殖酸 + 枯草芽孢杆菌，促进根系生长发育，叶面喷施碧护 + 磷酸二氢钾调节生长,[],['系发育不枯草芽孢杆菌'],"['碧护', '+ 磷酸二氢钾']"
150-2,主要是根系发育不良或受损伤造成吸收能力差。建议选用益沛蔬复合微生物菌剂或甲壳素等灌根，促进根系发育。,[],['根系发育不良'],"['微生物菌剂', '甲壳素']"
150-3,考虑温度不适或土壤环境差，根系发育不良导致建议随水冲施腐殖酸 + 枯草芽孢杆菌，促进根系生长发育，叶面喷施碧护 + 磷酸二氢钾调节生长,[],['系发育不枯草芽孢杆菌'],"['碧护', '+ 磷酸二氢钾']"
151-1,果实是脐腐病，缺钙引起，叶面喷施螯合钙。,[],"['脐腐病', '，缺钙']",['螯合钙']
151-2,生理性缺钙导致的脐腐病，可叶面喷施速乐硼，螯合钙，磷酸二氢钾调理,[],"['钙', '脐腐病']","['速乐硼', '，螯合钙', '，磷酸二氢钾']"
151-3,果实是脐腐病，缺钙引起，叶面喷施螯合钙。,[],"['脐腐病', '，缺钙']",['螯合钙']
152-1,蓟马为害，用乙基多杀霉素，螺虫乙酯，啶虫脒，烯啶虫胺，噻虫嗪喷雾防治。,[],['蓟马'],"['基多杀霉', '，螺虫乙酯', '，烯啶虫胺', '，噻虫嗪']"
152-2,图片显示是施药不当造成的药害。可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],['施药不当'],['微生物菌剂']
152-3,蓟马为害，用乙基多杀霉素，螺虫乙酯，啶虫脒，烯啶虫胺，噻虫嗪喷雾防治。,[],['蓟马'],"['基多杀霉', '，螺虫乙酯', '，烯啶虫胺', '，噻虫嗪']"
153-1,考虑温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
153-2,高温灼伤或药害等外力损伤造成的，不是病菌性病害。可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],['高温灼伤'],['微生物菌剂']
153-3,考虑温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
154-1,考虑刺吸口害虫咬伤，考虑高效氯氟氰菊酯，高氯噻虫嗪，联苯菊酯，联苯菊酯噻虫嗪，联苯菊酯噻虫胺，都可以用,[],[],"['氯氟氰菊酯氯虫嗪', '，联苯菊酯', '，联苯菊酯', '噻虫嗪', '，联苯菊酯']"
154-2,肥害或药害等外力损伤造成的，不是病菌性病害。可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],['肥害'],['微生物菌剂']
154-3,考虑刺吸口害虫咬伤，考虑高效氯氟氰菊酯，高氯噻虫嗪，联苯菊酯，联苯菊酯噻虫嗪，联苯菊酯噻虫胺，都可以用,[],[],"['氯氟氰菊酯氯虫嗪', '，联苯菊酯', '，联苯菊酯', '噻虫嗪', '，联苯菊酯']"
155-1,冲施枯草芽孢杆菌叶面喷施碧护缓解,[],['枯草芽孢杆菌'],['碧护']
155-2,可以喷施碧护或芸苔素内酯。,[],[],"['碧护', '芸苔素内酯']"
155-3,建议随水冲施腐殖酸 + 枯草芽孢杆菌，促进根系生长发育，叶面喷施碧护 + 磷酸二氢钾调节生长,[],['枯草芽孢杆菌'],"['碧护', '+ 磷酸二氢钾']"
156-1,疑似用药不当或吸收有害物质造成的副作用。使用氨基酸或海藻酸叶面肥加芸苔素内酯喷雾调理。,[],['用药不当'],"['氨基酸', '海藻面肥苔']"
156-2,药害了叶面喷施碧护缓解,[],[],['碧护']
156-3,疑似用药不当或吸收有害物质造成的副作用。使用氨基酸或海藻酸叶面肥加芸苔素内酯喷雾调理。,[],['用药不当'],"['氨基酸', '海藻面肥苔']"
157-1,你好，打药没有？考虑用药不当药害引起，可用碧护或者阿泰灵或者芸苔素内酯，复配氨基酸叶面肥或者黄腐酸钾叶面肥，磷酸二氢钾，喷雾调节，连用二次,[],['用药不当'],"['碧护', '芸苔素内酯', '氨基酸叶面肥', '叶面肥', '，磷酸二氢钾']"
157-2,考虑温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
157-3,你好，打药没有？考虑用药不当药害引起，可用碧护或者阿泰灵或者芸苔素内酯，复配氨基酸叶面肥或者黄腐酸钾叶面肥，磷酸二氢钾，喷雾调节，连用二次,[],['用药不当'],"['碧护', '芸苔素内酯', '氨基酸叶面肥', '叶面肥', '，磷酸二氢钾']"
158-1,信息太少了考虑温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
159-1,温度不适或是用药不当导致的喷施碧护缓解,[],['用药不当'],['碧护']
159-2,疑似用药不当造成的副作用，使用氨基酸或海藻酸叶面肥加芸苔素内酯喷雾调理。,[],['用药不当'],"['氨基酸', '海藻面肥苔']"
160-1,叶面喷施碧护和磷酸二氢钾，注意平衡施肥。,[],[],"['碧护', '磷酸二氢钾']"
160-2,建议喷施糖醇硼 + 芸苔素内酯，促进花蕾发育。,[],[],['+ 芸苔素内酯']
161-1,用药不当，叶面喷施碧护或芸苔素内酯缓解。,[],['用药不当'],"['碧护', '芸苔素内酯']"
161-2,药害，可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],[],['微生物菌剂']
162-1,考虑病毒病，主要由蓟马，飞虱，蚜虫等刺吸式害虫传毒引起，要及时防治蓟马灰飞虱异常危害，切断传毒媒介，可用毒氟磷，宁南霉素，氨基寡糖素，低壳聚糖，盐酸吗啉胍加吡蚜酮或者吡虫啉加硫酸锌喷雾防治。,[],"['病毒病', '蓟马虫', '刺吸式害虫', '蓟马', '灰飞虱']","['，宁南霉素基寡糖素', '，盐酸吗啉胍', '吡蚜酮', '吡虫啉', '硫酸']"
162-2,不象病毒病，似用药不当导致的，叶面喷施氨基酸十芸苔素调节。,[],"['病毒病', '用药不当']","['氨基酸', '十芸苔素']"
163-1,土壤环境差根系发育不良冲施腐殖酸枯草芽孢杆菌,[],"['根系发育不良', '枯草芽孢杆菌']",[]
163-2,主要是根系发育不良吸收能力差造成的。建议冲施益沛蔬复合微生物菌剂或甲壳素等，促进根系发育。,[],['根系发育不良'],"['微生物菌剂', '甲壳素']"
164-1,肥害或药害等外力损伤造成的，不是病菌性病害。可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],['肥害'],['微生物菌剂']
164-2,你好，病斑很干净，考虑温度不适，考虑药害，气害灼伤导致生理性缺水，可用碧护或者芸苔素内酯，磷酸二氢钾，氨基酸叶面肥或者黄腐酸钾叶面肥喷雾缓解。,[],"['，病斑', '，气伤']","['碧护', '芸苔素内酯', '，磷酸二氢钾基酸叶面肥', '叶面肥']"
165-1,肥害或药害等外力损伤造成的，不是病菌性病害。可选用碧护或益沛蔬复合微生物菌剂喷施缓解。,[],['肥害'],"['碧护', '微生物菌剂']"
166-1,下面两瓶装的都是什么成份？另外王铜成份不建议混用其他药剂,[],[],[]
166-2,春雷王铜单独使用为宜。其它图片模糊不清，无法确定。,[],[],['春雷王铜']
167-1,用药不当，叶面喷施碧护或芸苔素内酯缓解。,[],['用药不当'],"['碧护', '芸苔素内酯']"
167-2,你好，打药没有？考虑用药不当药害引起，可用碧护或者阿泰灵或者芸苔素内酯，复配氨基酸叶面肥或者黄腐酸钾叶面肥，磷酸二氢钾，喷雾调节，连用二次,[],['用药不当'],"['碧护', '芸苔素内酯', '氨基酸叶面肥', '叶面肥', '，磷酸二氢钾']"
168-1,使用黄腐酸钾上喷下灌养根护叶进行调理。,[],[],[]
168-2,建议冲施益沛蔬复合微生物菌剂或甲壳素等，促进根系发育、茎叶生长。,[],[],"['微生物菌剂', '甲壳素']"
169-1,图片显示是施药不当造成的药害。可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],['施药不当'],['微生物菌剂']
169-2,你好，个别考虑病毒病，防治可用氨基寡糖素，盐酸吗啉胍，宁南霉素，松脂酸铜，病毒 A 加上烯啶吡蚜酮，钝化病毒病，切断传播途径。,[],"['病毒病', '，钝化病']","['氨基寡糖素', '，盐酸吗啉胍', '，宁南霉素', '，松脂酸铜', '烯啶吡蚜酮']"
170-1,：蓟马危害，建议使用联苯菊酯或甲维盐或乙基多杀菌素或啶虫脒（低温效果不理想）等药物喷雾防治，具体用量参照包装说明使用。,[],['蓟马'],"['联苯菊酯', '乙基多杀菌素']"
170-2,蓟马危害，防烯啶虫胺，联苯菊酯，噻虫嗪，高氯，乙基多杀菌素。 艾美乐或者艾绿士或者特福利。,[],['蓟马'],"['烯啶虫胺', '，联苯菊酯', '，噻虫嗪', '，乙基多杀菌素']"
171-1,炭疽病危害，建议在发病初期使用甲基硫菌灵加苯咪甲环唑或戊唑醇或咪鲜胺锰盐喷雾防治。,[],['炭疽病初期'],"['甲基硫菌灵咪甲环唑', '戊唑醇', '咪鲜盐']"
171-2,炭疽病，用咪鲜胺锰盐，苯甲溴菌腈，腐霉利，炭疽福美，溴菌腈，啶氧菌酯，吡唑醚菌酯喷雾防治。,[],['炭疽病疽'],"['咪鲜胺锰盐', '，苯甲溴菌腈', '，腐霉利', '，溴菌腈', '，啶氧菌酯', '，吡唑醚菌酯']"
172-1,根系弱干旱严重了用恶霉灵枯草芽孢杆菌灌根喷施芸苔素氨基酸二氢钾,[],['枯草芽孢杆菌'],"['恶霉灵', '氨基酸二氢']"
172-2,主要是根系发育不良吸收能力差造成的。建议喷施益沛蔬复合微生物菌剂或甲壳素等促进根系发育。,[],['根系发育不良'],"['微生物菌剂', '甲壳素']"
173-1,考虑温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
173-2,高温灼伤或药害等外力损伤造成的，不是疫病危害。可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],"['高温灼伤', '疫病危害']",['微生物菌剂']
174-1,肥水供应不平衡，氮肥使用过量造成的后果。,[],[],['，氮肥']
174-2,缺微肥，水肥供应不足引起,[],['供应不足'],['肥']
175-1,考虑温度不适或土壤盐渍化严重，根系发育不良及缺素导致早衰症状建议用腐植酸 + 甲霜恶霉灵 + 枯草芽孢杆菌灌根改良土壤环境，起到养根、护根、促进根系生长发育，结合叶面用碧护 + 磷酸二氢钾 + 中微量元素喷施缓解此症状,[],"['土壤盐渍化系发育不良', '缺致早衰', '+枯草芽孢杆菌']","['腐植酸', '+ 甲霜恶霉灵', '碧护', '+ 磷酸二氢钾']"
175-2,养分消耗大，光合作用弱，根系发育不良吸收障碍，植株营养供应不足引起的生理性黄叶，冲施腐殖酸肥或者生物菌肥养根，叶面喷施磷酸二氢钾加氨基酸叶面肥加芸苔素调理。,[],"['系发育不收障碍', '供应不足']","['生物菌肥', '磷酸二氢钾', '氨基酸叶面肥']"
176-1,根腐病或土壤环境差导致建议用腐植酸 + 甲霜恶霉灵 + 枯草芽孢杆菌灌根防治,[],"['根腐病', '+枯草芽孢杆菌']","['腐植酸', '+ 甲霜恶霉灵']"
177-1,生长调节剂类农药药害，可选用益沛蔬复合微生物菌剂喷施缓解效果很好。,[],[],['微生物菌剂']
177-2,考虑温度不适或根系发育不良导致建议随水冲施腐殖酸 + 枯草芽孢杆菌，促进根系生长发育，叶面喷施碧护 + 磷酸二氢钾调节生长,[],['根系发育不枯草芽孢杆菌'],"['碧护', '+ 磷酸二氢钾']"
178-1,苗期用腐植酸和平衡型水溶肥冲施，膨果期用高钾水溶肥冲施。,[],[],"['腐植酸溶肥', '水溶肥']"
178-2,底肥可用平衡型肥 + 腐熟农家肥或有机肥或腐植酸或海藻素促根生根活土壤前期可用平衡型肥料 + 腐殖酸花前喷施磷酸二氢钾 + 速乐硼 + 碧护 + 鳌合钙，可促进花芽分化，提高授粉率、增加坐果率膨果期冲施高钾水溶肥 ，配合叶喷施碧护或芸苔素 + 磷酸二氢钾有利于果实膨大,[],['+'],"[' 熟', '有机肥', '腐植酸', '海藻素', '磷酸二氢钾', '+ 速乐硼', '+ 碧护', '+ 鳌合钙', '水溶肥', '碧护', '+ 磷酸二氢钾']"
179-1,用药不当导致的喷施碧护缓解,[],['用药不当'],['碧护']
179-2,温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
180-1,绵疫病用先正达瑞凡，双炔酰菌胺 1500-2000 倍液先正达金雷，精甲霜锰锌 100-120 克 / 亩先正达杀毒矾，杀毒矾恶霜灵 + 代森锰锌 200-250 克 / 亩杜邦克露，霜脲锰锌 100-150 克 / 亩杜邦增威赢绿 2000-3000 倍液拜耳银法利 60-75 克 / 亩,[],['绵疫病'],"['，双炔酰菌胺甲霜锌', '杀毒矾', '，杀毒矾', '恶霜灵', '+ 代森锰锌', '克露', '，霜脲锰锌']"
180-2,辣椒疫病危害，可选用 10% 氰霜唑悬浮剂 200 倍液、58% 精甲霜·锰锌可湿性粉剂 600 倍液等喷施防治。,['辣椒'],['疫病危害'],"['氰霜唑% 甲霜·锰锌', '湿性粉剂']"
181-1,主要是根系发育不良吸收能力差造成的。建议喷施益沛蔬复合微生物菌剂或甲壳素等，促进根系发育。,[],['根系发育不良'],"['微生物菌剂', '甲壳素']"
181-2,考虑温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
182-1,叶甲类害虫，防治考虑高效氯氟氰菊酯，高氯噻虫嗪，联苯菊酯，联苯菊酯噻虫嗪，联苯菊酯噻虫胺，都可以用,[],[],"['氯氟氰菊酯氯虫嗪', '，联苯菊酯', '，联苯菊酯', '噻虫嗪', '，联苯菊酯']"
182-2,盲蝽象，建议选用烯啶虫胺 + 联苯菊酯、噻虫嗪 + 高效氯氟氰菊酯、螺虫乙酯等配合桔皮精油喷施防治。,[],['盲蝽象'],"['烯啶虫胺', '+ 联苯菊酯', '噻虫嗪', '+ 高效氯氟氰菊酯', '螺虫乙酯']"
183-1,用药不当引起的药害，叶面喷施磷酸二氢钾加氨基酸叶面肥加芸苔素或者碧护缓解,[],['用药不当'],"['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
183-2,图片显示是施药不当造成的药害。可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],['施药不当'],['微生物菌剂']
184-1,炭疽病疫病用苯醚甲环唑加烯酰吗啉霜霉威防治,[],"['炭疽病', '疫病']","['苯醚甲环唑', '烯酰吗啉', '霜霉威']"
184-2,温度不适喷药不当，喷施芸苔素氨基酸二氢钾肥，冲施腐殖酸枯草芽孢杆菌缓解生长,[],['枯草芽孢杆菌'],['氨基酸二氢']
185-1,个别株考虑病毒病，首先要防治蚜虫、白粉虱、蓟马、螨虫，可减少病毒病发生。可以选用盐酸吗啉呱，宁南霉素、吗呱乙酸铜、香茹多糖加功夫，阿维菌素，喷雾防治，间隔 5-7 天再喷一次，,[],"['病毒病', '蚜虫', '白粉虱', '蓟马', '螨虫', '病毒病']","['盐酸吗', '，宁南霉素', '乙酸铜维菌素']"
185-2,零星发生，考虑病毒病危害。,[],['病毒'],[]
187-1,平衡肥水供应，使用调环酸钙或磷酸二氢钾喷雾调理。尽量不使用多效唑。,[],[],"['调环酸钙', '磷酸二氢钾', '多效唑']"
187-2,有徒长迹象。可用磷酸二氢钾复配丙环唑，或者叶绿素铁，矮壮素，pbo，调换酸钙控旺。,[],[],"['磷酸二氢钾', '丙环唑']"
188-1,二图疫病用烯酰吗啉霜霉威防治,[],['疫病'],"['烯酰吗啉', '霜霉威']"
188-2,一图蓟马飞虱危害喷施功夫联苯菊酯防治,[],[],['联苯菊酯']
189-1,你好，考虑茎基腐病，防治可用精甲霜灵咯菌腈，枯草芽孢杆菌复配甲霜恶霉灵灌根淋根处理，连用二到三次，间隔五到七天，注意控水。,[],"['茎基腐病', '枯草芽孢杆菌']","['霜灵', '咯菌腈', '甲霜恶霉灵']"
189-2,用恶霉灵枯草芽孢杆菌灌根,[],['枯草芽孢杆菌'],['恶霉灵']
190-1,疫病叶面喷施普力克防治,[],['疫病'],[]
190-2,疫病用苯醚甲环唑 1000-1500 倍液，先正达阿米妙收，吡唑醚菌酯，750-1500 倍液，杜邦的阿砣，啶氧菌酯 1500-2000 倍液拜耳好力克，戊唑醇 3000-4000 倍液先正达好迪施，百菌清 100-150 克 / 亩,[],['疫病'],"['苯醚甲环唑', '，吡唑醚菌酯', '阿砣', '，啶氧菌酯', '，戊唑醇', '，百菌清']"
191-2,可以使用高钾肥或硝酸钾,[],[],"['钾肥', '硝酸钾']"
193-1,考虑温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
193-2,药害或温度异常气害叶面喷施碧护加氨基酸肥缓解,[],[],"['碧护', '氨基酸']"
194-2,建议冲施益沛蔬复合微生物菌剂或甲壳素等促进根系发育。,[],[],"['微生物菌剂', '甲壳素']"
195-1,疫病危害，建议选用 68·75% 霜霉威盐·氟吡菌胺悬浮液剂 800 倍液、50% 烯酰吗啉可湿性粉剂 1000 倍液等喷施防治。,[],['疫病危害'],"['5% 霜霉威盐·氟吡菌胺烯酰吗啉', '湿性粉剂']"
195-2,你好，注意疫病，防治可用烯酰吗啉，氟吗啉，霜霉威盐酸盐，霜脲锰锌，甲霜锰锌，增威赢绿，银法利，氰霜唑防治,[],['疫病'],"['烯酰吗啉', '，氟吗啉', '，霜霉威盐酸盐', '，霜脲锰锌甲霜锌', '，氰霜唑']"
196-1,叶面磷酸二氢钾调理就可以了，可以用高钾肥，增加辣味,[],[],"['磷酸二氢钾', '钾肥']"
196-2,可以用高钾水溶肥冲施。,[],[],['水溶肥']
197-1,用药不当导致的喷施碧护缓解,[],['用药不当'],['碧护']
197-2,如果大面积发生，考虑药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
198-1,高温气害肥害引起，注意通风，喷施芸苔素氨基酸二氢钾冲施腐殖酸枯草芽孢杆菌,[],"['高温气害', '枯草芽孢杆菌']",['氨基酸二氢']
198-2,多考虑干旱小水就可以了，天气变化。温度不适，根系吸收不良，或者用药，导致生理性症状，可用生物菌肥灌根养根，叶面芸苔素内酯喷雾缓解,[],[],"['生物菌肥', '芸苔素内酯']"
199-1,像像叶斑病和药害引起,[],['叶斑病'],[]
199-2,炭疽病危害建议使用肟菌戊唑醇或氟硅唑或苯甲丙环唑防治,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
200-1,从图片直观分析，是施药不当造成的药害。可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],['施药不当'],['微生物菌剂']
200-2,如果大面积发生，考虑温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
201-1,你好，注意疫病，防治可用烯酰吗啉，氟吗啉，霜霉威盐酸盐，霜脲锰锌，甲霜锰锌，增威赢绿，银法利，氰霜唑防治,[],['疫病'],"['烯酰吗啉', '，氟吗啉', '，霜霉威盐酸盐', '，霜脲锰锌甲霜锌', '，氰霜唑']"
201-2,疫病用烯酰吗啉，霜霉威防治,[],['疫病'],"['烯酰吗啉', '，霜霉威']"
202-1,炭疽病，可用甲硫·异菌脲、咪鲜·丙森锌、腈菌唑、肟菌·戊唑醇、唑醚·代森联、苯甲·嘧菌酯防治,[],['炭疽病'],"['硫·异菌脲鲜·森锌', '腈菌唑菌·戊唑醇森联甲·嘧菌酯']"
202-2,你好，注意炭疽病，防治可用，42·8% 氟菌肟菌酯 1500 倍液10% 苯醚甲环唑 1500 倍液25% 吡唑醚菌酯 1500 倍液75% 肟菌戊唑醇 4000/6000 倍液45% 咪鲜胺 750/1000 倍液22·5% 啶氧菌酯，也可以用咪鲜胺丙森锌，咪鲜胺异菌脲，吡唑醚菌酯。结合二氢钾或者氨基酸叶面肥交替用药,[],['炭疽病'],"['% 氟菌肟菌酯苯醚甲环唑% 吡唑醚菌酯', '75% 肟菌戊唑醇', '45% 咪鲜胺·5% 啶氧菌酯', '咪鲜胺', '丙森锌', '，咪鲜胺', '异菌脲', '，吡唑醚菌酯二氢', '氨基酸叶面肥']"
203-1,美洲斑潜蝇危害，可选用斑潜净或灭蝇胺等喷施防治。,[],['美洲斑潜蝇'],['灭蝇胺']
203-2,斑潜蝇危害，用灭蝇胺加阿维菌素加有机硅喷雾。或者阿维菌素加杀虫单有机硅喷雾防治。,[],['斑潜蝇'],"['灭蝇胺菌', '有机硅', '阿维菌素', '有机硅']"
204-1,多考虑，天气变化。温度不适，根系吸收不良，或者用药，导致生理性症状，可用生物菌肥灌根养根，叶面芸苔素内酯喷雾缓解,[],[],"['生物菌肥', '芸苔素内酯']"
204-2,温度不适或根系弱吸收不好导致，可用腐植酸，枯草芽孢杆菌灌根，促进根系生长，叶面喷施碧护，磷酸二氢钾缓解,[],['枯草芽孢杆菌'],"['腐植酸', '碧护', '，磷酸二氢钾']"
205-1,是脐腐病为害，叶面喷施效果好，可以用螯合钙。,[],['脐腐病'],['螯合钙']
205-2,日灼果，注意硼肥钙肥补充，注意遮阴通风,[],['灼果'],[]
206-1,温度异常叶面喷施碧护加氨基酸肥用恶霉灵加生根剂灌根,[],[],"['碧护', '氨基酸', '恶霉灵']"
206-2,辣椒 - 红蜘蛛，茶黄螨；病害表现：心叶向下卷曲，心叶发黑，成焦状；防治方法：5% 卡死克 1500 倍，阿维哒螨灵 2000 倍，阿维菌素 1500 倍杀卵，乙螨唑 2500 倍；注意事项：茶黄螨严重危害时必须连续打三次药,['辣椒'],"['红蜘蛛黄螨', '病害表现', '茶黄螨']","['维哒螨灵维菌素', '，乙螨唑']"
207-1,你好，注意疫病，防治可用烯酰吗啉，氟吗啉，霜霉威盐酸盐，霜脲锰锌，甲霜锰锌，增威赢绿，银法利，氰霜唑防治,[],['疫病'],"['烯酰吗啉', '，氟吗啉', '，霜霉威盐酸盐', '，霜脲锰锌甲霜锌', '，氰霜唑']"
207-2,疫病：用烯酰吗啉＋中生菌素，花叶病：盐酸吗啉胍，多抗霉素，寡糖素防治,[],['疫病'],"['烯酰吗啉', '生菌素', '盐酸吗啉胍', '，多抗霉素']"
208-1,蚜虫，用吡虫啉，吡蚜酮，噻虫嗪，烯啶虫胺，联苯菊酯，功夫喷雾防治。连续喷施 2 次，两样复配一起喷施，正反面喷施均匀,[],['蚜虫'],"['吡虫啉', '，吡蚜酮', '，噻虫嗪', '，烯啶虫胺', '，联苯菊酯']"
208-2,蚜虫为害，用吡虫啉，氟啶虫胺腈，噻虫嗪，烯啶虫胺，啶虫咪，氟啶虫酰胺，螺虫乙酯喷雾防治。,[],['蚜虫'],"['吡虫啉', '，噻虫嗪', '，烯啶虫胺', '，啶虫咪胺', '，螺虫乙酯']"
209-1,药害，可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],[],['微生物菌剂']
209-2,用药不当导致的喷施碧护缓解,[],['用药不当'],['碧护']
210-1,可用肟菌戊唑醇，烯酰嘧菌酯，霜霉威防治,[],[],"['肟菌戊唑醇', '，烯酰嘧菌酯', '，霜霉威']"
210-2,可以用银法利和苯甲溴菌腈喷雾防治。,[],[],['苯甲溴菌腈']
210-3,辣椒疫病炭疽病混合发生，可以使用烯酰吗啉加啶酰菌胺防治,['辣椒'],"['疫病', '炭疽病']","['烯酰吗啉', '啶酰菌胺']"
211-1,考虑土壤盐渍化严重，根系发育不良导致症状建议用腐植酸 + 甲霜恶霉灵 + 枯草芽孢杆菌灌根改良土壤环境，结合叶面用碧护 + 磷酸二氢钾喷施缓解此症状,[],"['土壤盐渍化系发育不', '+枯草芽孢杆菌']","['腐植酸', '+ 甲霜恶霉灵', '碧护', '+ 磷酸二氢钾']"
212-1,药害斑。可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],[],['微生物菌剂']
212-2,图片不清楚，有可能是白粉病为害。,[],['白粉病'],[]
212-3,药害斑。可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],[],['微生物菌剂']
213-1,炭疽病危害建议使用肟菌戊唑醇或氟硅唑或苯甲丙环唑防治,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
213-2,炭疽病，发病初期 45％扑霉灵 EC1500－2000 倍或 50％施保功 WP2000 倍，225％阿砣（啶氧菌酯）1000 倍或 10％世高 WG1500 倍，75％拿地稳 EC3000－4000 倍或施保克 2000－3000 倍，50％美派安 WP500 倍或 25％凯润 EC2000 倍,[],"['炭疽病', '，发病初期']","['45％扑霉灵', '，225％阿砣', '啶氧菌酯']"
213-3,炭疽病危害建议使用肟菌戊唑醇或氟硅唑或苯甲丙环唑防治,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
214-1,脐腐病 - 这种情况是由于生理性缺钙造成建议叶面喷施氨基酸钙或糖醇钙 + 碧护 + 磷酸二氢钾喷雾调节防治,[],['脐腐病钙'],"['氨基', '糖醇钙', '+ 碧护', '+ 磷酸二氢钾']"
214-2,日灼斑和脐腐病为害，叶面喷施螯合钙。,[],['脐腐病'],['螯合钙']
214-3,脐腐病 - 这种情况是由于生理性缺钙造成建议叶面喷施氨基酸钙或糖醇钙 + 碧护 + 磷酸二氢钾喷雾调节防治,[],['脐腐病钙'],"['氨基', '糖醇钙', '+ 碧护', '+ 磷酸二氢钾']"
215-1,考虑药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
215-2,多考虑，天气变化。温度不适，根系吸收不良，或者用药，导致生理性症状，可用生物菌肥灌根养根，叶面芸苔素内酯喷雾缓解,[],[],"['生物菌肥', '芸苔素内酯']"
215-3,考虑药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
216-1,辣椒根腐病为害，用恶霉灵加枯草芽孢杆菌灌墩。,['辣椒'],"['根腐病', '枯草芽孢杆菌']",['恶霉灵']
