id,text,n_crop,n_disease,n_medicine
1785-1,缺/v 镁/n ，叶面喷施/n_new 碧护/n_medicine 和/cc 螯合/n_new 镁/n 。,[],[],['碧护']
1785-2,肥害/n_disease 或/c 药害/n_new 等/udeng 外力/n 损伤造成/n_new 的/ude1 ，不/d 是/vshi 病菌/n 性病/n 害/ng ，可/c 选用/v 益/dg 沛/ag 蔬/ng 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。,[],['肥害'],[]
1785-3,肥害/n_disease 或/c 药害/n_new 等/udeng 外力/n 损伤造成/n_new 的/ude1 ，不/d 是/vshi 病菌/n 性病/n 害/ng ，可/c 选用/v 益/dg 沛/ag 蔬/ng 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。,[],['肥害'],[]
1786-1,灰霉病/n_disease 导致/v 的/ude1 ，注意/v 田间/s 湿度/n 大/a ,[],['灰霉病'],[]
1786-2,你好/n_new ，注意/v 疫病/n_disease ，防治/v 可用/v 烯酰吗啉/n_medicine ，氟吗啉/n_medicine ，霜霉威盐酸盐/n_medicine ，霜脲锰锌/n_medicine ，甲/Mg 霜/n 锰锌/n_medicine ，增威/nr2 赢/v 绿/an ，银法利/nrf ，氰霜唑/n_medicine 防治/vn ,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
1786-3,你好/n_new ，注意/v 疫病/n_disease ，防治/v 可用/v 烯酰吗啉/n_medicine ，氟吗啉/n_medicine ，霜霉威盐酸盐/n_medicine ，霜脲锰锌/n_medicine ，甲/Mg 霜/n 锰锌/n_medicine ，增威/nr2 赢/v 绿/an ，银法利/nrf ，氰霜唑/n_medicine 防治/vn ,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
1787-1,你好/n_new ，注意/v 细菌性/n_medicine 青/a 枯/vn 病害/n ，可/c 用/v   10%/m   中/f 生菌素/n_medicine   1000/m   倍/q 液/ng 3%/m   噻/n 霉/n 酮/n   750/m   倍/q 液/ng 77%/m   氢氧化铜/n_medicine   800/m   倍/q 液/ng 20%/m   噻/n 锉/n 锌/n   750/m   倍/q 液/ng ，喹啉铜/n_medicine ，春雷王铜/n_medicine 交替用药/n_new ,[],[],"['细菌性', '生菌素', '氢氧化铜', '喹啉铜', '春雷王铜']"
1787-2,看看/v 基/ng 部/n 什/ng 么/nr1 情况/n ，有/vyou 可能/n_new 是/vshi 青枯病/n_disease 或/c 茎基腐病/n_disease 为害/v 。,[],"['青枯病', '茎基腐病']",[]
1787-3,你好/n_new ，注意/v 细菌性/n_medicine 青/a 枯/vn 病害/n ，可/c 用/v   10%/m   中/f 生菌素/n_medicine   1000/m   倍/q 液/ng 3%/m   噻/n 霉/n 酮/n   750/m   倍/q 液/ng 77%/m   氢氧化铜/n_medicine   800/m   倍/q 液/ng 20%/m   噻/n 锉/n 锌/n   750/m   倍/q 液/ng ，喹啉铜/n_medicine ，春雷王铜/n_medicine 交替用药/n_new ,[],[],"['细菌性', '生菌素', '氢氧化铜', '喹啉铜', '春雷王铜']"
1788-1,多/m 考虑/n_new ，控/v 旺/ad 过度/vi ，天气变化/n_new 。温度/n_new 不适/a ，根系吸收/n_new 不良/a ，或者/c 用药/n_new ，导致/v 生理性/n_new 症状/n ，可用/v 生物菌肥/n_medicine 灌根/n_new 养根/n_new ，叶面/n 芸苔素内酯/n_medicine 喷雾/n_new 缓解/n_new ,[],[],"['生物菌肥', '芸苔素内酯']"
1788-2,建议/v 随/p 水/n 冲施/n_new 腐/vg 殖/n 酸/a   +/m   枯草芽孢杆菌/n_disease ，促进根系生长发育/n_new ，叶面喷施/n_new 碧护/n_medicine   +/m   磷酸二氢钾/n_medicine 调节/n_new 生长/vn ,[],['枯草芽孢杆菌'],"['碧护', '磷酸二氢钾']"
1788-3,多/ad 考虑/n_new ，控/v 旺/ad 过度/vi ，天气变化/n_new 。温度/n_new 不适/a ，根系吸收/n_new 不良/a ，或者/c 用药/n_new ，导致/v 生理性/n_new 症状/n ，可用/v 生物菌肥/n_medicine 灌根/n_new 养根/n_new ，叶面/n 芸苔素内酯/n_medicine 喷雾/n_new 缓解/n_new ,[],[],"['生物菌肥', '芸苔素内酯']"
1789-1,温度异常/n_new 气害/n_disease 了/ule 叶面喷施/n_new 碧护/n_medicine 加/b 氨基酸/n_medicine 肥/n 缓解/n_new ,[],['气害'],"['碧护', '氨基酸']"
1789-2,药害/n_new 或/c 气害/n_disease 导致/v ，喷施/n_new 碧护/n_medicine 和/cc 磷酸二氢钾/n_medicine 调节/n_new ,[],['气害'],"['碧护', '磷酸二氢钾']"
1789-3,温度异常/n_new 气害/n_disease 了/ule 叶面喷施/n_new 碧护/n_medicine 加/b 氨基酸/n_medicine 肥/n 缓解/n_new ,[],['气害'],"['碧护', '氨基酸']"
1790-1,平衡/a 肥水/n 供应/vn ，使用/v 磷酸二氢钾/n_medicine 加/b 糖/n 醇/ag 硼/n 喷雾/n_new 调理/v 。,[],[],['磷酸二氢钾']
1790-2,建议控制/n_new 氮肥用量/n_new ，增加磷/n_new 、钾肥/n_medicine ，叶面/n 用/v 碧护/n_medicine   +/m   速乐硼/n_medicine   +/m   鳌合钙/n_medicine 喷施/n_new 调节/n_new ,[],[],"['钾肥', '碧护', '速乐硼', '鳌合钙']"
1790-3,平衡/a 肥水/n 供应/vn ，使用/v 磷酸二氢钾/n_medicine 加/b 糖/n 醇/ag 硼/n 喷雾/n_new 调理/v 。,[],[],['磷酸二氢钾']
1791-1,叶/n 甲/Mg 类/q 害虫危害/n_disease 建议使用/n_new 联苯菊酯/n_medicine   +/m   烯啶虫胺/n_medicine 或/c 噻虫嗪/n_medicine 喷施防治/n_new ,[],['害虫危害'],"['联苯菊酯', '烯啶虫胺', '噻虫嗪']"
1791-2,叶/n 甲/Mg 类/q 害虫/n ，考虑/n_new 高效氯氟氰菊酯/n_medicine ，高氯/n_new 噻虫嗪/n_medicine ，联苯菊酯/n_medicine ，联苯菊酯/n_medicine 噻虫嗪/n_medicine ，联苯菊酯/n_medicine 噻/n 虫/n 胺/n ，都/d 可以/n_new 用/v ,[],[],"['高效氯氟氰菊酯', '噻虫嗪', '联苯菊酯', '联苯菊酯', '噻虫嗪', '联苯菊酯']"
1791-3,叶/n 甲/Mg 类/q 害虫危害/n_disease 建议使用/n_new 联苯菊酯/n_medicine   +/m   烯啶虫胺/n_medicine 或/c 噻虫嗪/n_medicine 喷施防治/n_new ,[],['害虫危害'],"['联苯菊酯', '烯啶虫胺', '噻虫嗪']"
1792-1,蚜虫/n_disease   -  虫害/n_disease ；病害表现/n_disease ：?；防治方法/n_new ：可/v 选用/v   24·7％/m 高效氯氟氰菊酯/n_medicine   +/m   噻虫嗪/n_medicine 微/ag 囊/ng 悬浮剂/n   1500/m   倍/q 液/ng 或/c   10％/m 醚菊酯/n_medicine 悬浮剂/n   1500/m -/n 2000/m   倍/q 液/ng 、2·5％/m 高效氟氯氰菊酯/n_medicine 水/n 剂/q   1500/m   倍/q 液/ng 、10％/m 氯氰菊酯/n_medicine 乳油/n_new   2000/m   倍/q 液/ng 、3％/m 啶/x 虫/n 脒/n 乳油/n_new   2000/m   倍/q 液/ng 、50％/m 抗蚜威/n_medicine 可/v 湿性粉剂/n_medicine   2000/m   倍/q 液/ng 、10％/m 吡虫啉/n_medicine 可/v 湿性粉剂/n_medicine   1000/m   倍/q 液/ng 等/udeng 喷雾/n_new 防治/vn ，这些/rz 农药/n 应/v 交替使用/n_new 。,[],"['蚜虫', '虫害', '病害表现']","['高效氯氟氰菊酯', '噻虫嗪', '醚菊酯', '高效氟氯氰菊酯', '氯氰菊酯', '抗蚜威', '湿性粉剂', '吡虫啉', '湿性粉剂']"
1792-2,可以/n_new 用/p 氟啶虫/n_disease 胺/n 腈/n 和/cc 烯酰吗啉/n_medicine 喷雾/n_new 防治/vn 。,[],['氟啶虫'],['烯酰吗啉']
1792-3,蚜虫/n_disease   -  虫害/n_disease ；病害表现/n_disease ：?；防治方法/n_new ：可/v 选用/v   24·7％/m 高效氯氟氰菊酯/n_medicine   +/m   噻虫嗪/n_medicine 微/ag 囊/ng 悬浮剂/n   1500/m   倍/q 液/ng 或/c   10％/m 醚菊酯/n_medicine 悬浮剂/n   1500/m -/n 2000/m   倍/q 液/ng 、2·5％/m 高效氟氯氰菊酯/n_medicine 水/n 剂/q   1500/m   倍/q 液/ng 、10％/m 氯氰菊酯/n_medicine 乳油/n_new   2000/m   倍/q 液/ng 、3％/m 啶/x 虫/n 脒/n 乳油/n_new   2000/m   倍/q 液/ng 、50％/m 抗蚜威/n_medicine 可/v 湿性粉剂/n_medicine   2000/m   倍/q 液/ng 、10％/m 吡虫啉/n_medicine 可/v 湿性粉剂/n_medicine   1000/m   倍/q 液/ng 等/udeng 喷雾/n_new 防治/vn ，这些/rz 农药/n 应/v 交替使用/n_new 。,[],"['蚜虫', '虫害', '病害表现']","['高效氯氟氰菊酯', '噻虫嗪', '醚菊酯', '高效氟氯氰菊酯', '氯氰菊酯', '抗蚜威', '湿性粉剂', '吡虫啉', '湿性粉剂']"
1793-1,病毒病/n_disease ，用/p 阿泰灵/nr ，毒/n 氟/n 磷/n 喷雾/n_new 防治/vn 。,[],['病毒病'],[]
1793-2,病毒/n   市场/n 上/f 防治/v 病毒病/n_disease 的/ude1 药剂/n 有/vyou 植病灵/n_medicine 、32%/m   核/n 苷/x ·溴/ng ·吗/y 啉/x 胍/n   (全新/b 配方/n )、抗病威/n_disease （病毒/n   K/vf ）、病毒立克/n_medicine 、病毒/n   A/rzv 、病毒/n   B/o 、病/n 毒杀/v 星等/n 。在/p 通常/b 情况/n 下/f ，若/c 病毒病/n_disease 不/d 严重/a ，一般/n_new 用/v 上述/b 任何/rz 一/m 种/q 药剂/n 防治/vn   3/m   次/qv 即可/n_new ，但/c 若/v 病情严重/n_disease 并且/c 环境/n 条件/n 又/d 不/d 利于/v 蔬菜/n_new 生长/v 时/ng ，单/d 靠/v 上述/b 任何/rz 一/m 种/q 药剂/n 防治/vn 是/vshi 不/d 理想/a 的/ude1 ,[],"['病毒病', '抗病威', '病毒病', '病情严重']","['植病灵', '病毒立克']"
1793-3,病毒/n   市场/n 上/f 防治/v 病毒病/n_disease 的/ude1 药剂/n 有/vyou 植病灵/n_medicine 、32%/m   核/n 苷/x ·溴/ng ·吗/y 啉/x 胍/n   (全新/b 配方/n )、抗病威/n_disease （病毒/n   K/vf ）、病毒立克/n_medicine 、病毒/n   A/rzv 、病毒/n   B/o 、病/n 毒杀/v 星等/n 。在/p 通常/b 情况/n 下/f ，若/c 病毒病/n_disease 不/d 严重/a ，一般/n_new 用/v 上述/b 任何/rz 一/m 种/q 药剂/n 防治/vn   3/m   次/qv 即可/n_new ，但/c 若/v 病情严重/n_disease 并且/c 环境/n 条件/n 又/d 不/d 利于/v 蔬菜/n_new 生长/v 时/ng ，单/d 靠/v 上述/b 任何/rz 一/m 种/q 药剂/n 防治/vn 是/vshi 不/d 理想/a 的/ude1 ,[],"['病毒病', '抗病威', '病毒病', '病情严重']","['植病灵', '病毒立克']"
1794-1,小菜蛾/n_disease 危害/vn ，建议选用/n_new 康/ag 宽/a 、茚虫威/n_medicine 、苏云金杆菌/n_medicine 、氟啶脲/n_medicine 等/udeng 喷施防治/n_new 。,[],['小菜蛾'],"['茚虫威', '苏云金杆菌', '氟啶脲']"
1794-2,钻心虫/n_disease 用/p 杜邦/nrf 康/ag 宽/a 氯虫苯甲酰胺/n_medicine   5/m -/n 10/m   毫升/q   /  亩/q 苏云金杆菌/n_medicine   100/m -/n 200/m   倍/q 液/ng 杜邦/nrf 奥/b 得/ude3 腾/v   4/m -/n 6/m   克/q   /  亩/q 高效氯氰菊酯/n_medicine   5/m -/n 10/m   毫升/q   /  亩/q 甲/n 维/nr1 盐/n   3·5/m -/n 5/m   毫升/q   /  亩/q ,[],['钻心虫'],"['氯虫苯甲酰胺', '苏云金杆菌', '高效氯氰菊酯']"
1794-3,小菜蛾/n_disease 危害/vn ，建议选用/n_new 康/ag 宽/a 、茚虫威/n_medicine 、苏云金杆菌/n_medicine 、氟啶脲/n_medicine 等/udeng 喷施防治/n_new 。,[],['小菜蛾'],"['茚虫威', '苏云金杆菌', '氟啶脲']"
1795-1,用/p 杜邦/nrf 康/ag 宽/a 氯虫苯甲酰胺/n_medicine   5/m -/n 10/m   毫升/q   /  亩/q 苏云金杆菌/n_medicine   100/m -/n 200/m   倍/q 液/ng 杜邦/nrf 奥/b 得/ude3 腾/v   4/m -/n 6/m   克/q   /  亩/q 高效氯氰菊酯/n_medicine   5/m -/n 10/m   毫升/q   /  亩/q 甲/n 维/nr1 盐/n   3·5/m -/n 5/m   毫升/q   /  亩/q ,[],[],"['氯虫苯甲酰胺', '苏云金杆菌', '高效氯氰菊酯']"
1795-2,烟青虫/n_disease ，用/p 氯虫苯甲酰胺/n_medicine ，苏云/nr ·虫酰肼/n_medicine ，甲维/nrf ·高氯/n_new ，氟虫双酰胺/n_medicine ，茚虫威/n_medicine ，四/m 氯/n 虫/n 酰胺/n_medicine 喷雾/n_new 防治/vn 。,[],['烟青虫'],"['氯虫苯甲酰胺', '虫酰肼', '氟虫双酰胺', '茚虫威', '酰胺']"
1795-3,用/p 杜邦/nrf 康/ag 宽/a 氯虫苯甲酰胺/n_medicine   5/m -10/m   毫升/q   /  亩/q 苏云金杆菌/n_medicine   100/m -200/m   倍/q 液/ng 杜邦/nrf 奥/b 得/ude3 腾/v   4/m -6/m   克/q   /  亩/q 高效氯氰菊酯/n_medicine   5/m -10/m   毫升/q   /  亩/q 甲/n 维/nr1 盐/n   3·5/m -5/m   毫升/q   /  亩/q ,[],[],"['氯虫苯甲酰胺', '苏云金杆菌', '高效氯氰菊酯']"
1796-1,你好/n_new ，注意/v 疫病/n_disease ，防治/v 可用/v 烯酰吗啉/n_medicine ，氟吗啉/n_medicine ，霜霉威盐酸盐/n_medicine ，霜脲锰锌/n_medicine ，甲/Mg 霜/n 锰锌/n_medicine ，增威/nr2 赢/v 绿/an ，银法利/nrf ，氰霜唑/n_medicine 防治/vn ,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
1796-2,疫病/n_disease 防治/v 用/p 先正/nr2 达瑞凡/nr ，双炔酰菌胺/n_medicine   1500/m -/n 2000/m   倍/q 液/ng 先/d 正/d 达/v 金/b 雷/n ，精/a 甲/n 霜/n 锰锌/n_medicine   100/m -/n 120/m   克/q   /  亩/q 先/d 正/d 达/v 杀毒矾/n_medicine ，杀毒矾/n_medicine 恶霜灵/n_medicine   +/m   代森锰锌/n_medicine   200/m -/n 250/m   克/q   /  亩/q 杜邦/nrf 克露/n_medicine ，霜脲锰锌/n_medicine   100/m -/n 150/m   克/q   /  亩/q 杜邦/nrf 增/v 威/ng 赢/v 绿/a   2000/m -/n 3000/m   倍/q 液/ng 拜耳/nrf 银法利/nrf   60/m -/n 75/m   克/q   /  亩/q ,[],['疫病'],"['双炔酰菌胺', '锰锌', '杀毒矾', '杀毒矾', '恶霜灵', '代森锰锌', '克露', '霜脲锰锌']"
1796-3,你好/n_new ，注意/v 疫病/n_disease ，防治/v 可用/v 烯酰吗啉/n_medicine ，氟吗啉/n_medicine ，霜霉威盐酸盐/n_medicine ，霜脲锰锌/n_medicine ，甲/Mg 霜/n 锰锌/n_medicine ，增威/nr2 赢/v 绿/an ，银法利/nrf ，氰霜唑/n_medicine 防治/vn ,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
1797-1,茎基腐病/n_disease ，可用/v 王铜/n_medicine ?甲霜灵/n_medicine ，甲/Mg 硫/n ?恶霉灵/n_medicine ，枯草芽孢杆菌/n_disease ，多/m ?福/n ，精甲霜灵/n_medicine ，咯菌腈/n_medicine ，戊/Mg 唑/x ?福美双/n_medicine 防治/vn ,[],"['茎基腐病', '枯草芽孢杆菌']","['王铜', '甲霜灵', '恶霉灵', '精甲霜灵', '咯菌腈', '福美双']"
1797-2,你好/n_new ，考虑/n_new 茎基腐病/n_disease ，防治/v 可用精甲/n_new 霜灵/n_medicine 咯菌腈/n_medicine ，枯草芽孢杆菌/n_disease 复配/n_new 甲霜恶霉灵/n_medicine 灌根/n_new 淋/v 根/n 处理/vn ，连/ulian 用/v 二/m 到/v 三/m 次/qv ，间隔/n 五/m 到/v 七/m 天/qt ，注意/v 控/v 水/n 。,[],"['茎基腐病', '枯草芽孢杆菌']","['霜灵', '咯菌腈', '甲霜恶霉灵']"
1797-3,茎基腐病/n_disease ，可用/v 王铜/n_medicine ?甲霜灵/n_medicine ，甲/Mg 硫/n ?恶霉灵/n_medicine ，枯草芽孢杆菌/n_disease ，多/m ?福/n ，精甲霜灵/n_medicine ，咯菌腈/n_medicine ，戊/Mg 唑/x ?福美双/n_medicine 防治/vn ,[],"['茎基腐病', '枯草芽孢杆菌']","['王铜', '甲霜灵', '恶霉灵', '精甲霜灵', '咯菌腈', '福美双']"
1798-1,茎基腐病/n_disease ，属于土/n_new 传播/vn 疾病/n ，由/p 土壤/n 中/f 残留/v 病菌/n 传染/v 导致/v 建议/n 用/v   25%/m   甲霜/nr2 ·霜霉威/n_medicine   125/m -187/m   克/q   /  亩/q 喷雾/n_new 50%/m   王铜/n_medicine ·甲霜灵/n_medicine   100/m -125/m   克/q   /  亩/q 喷雾/n_new 56%/m   甲/Mg 硫/n ·恶霉灵/n_medicine   600/m -800/m   倍/q 液/ng 灌根/n_new 10/m   亿/m 个/q   /  克/q 枯草芽孢杆菌/n_disease   150/m -200/m   克/q   /  亩/q 喷雾/n_new 20%/m   二/m 氯/n 异/ag 氰脲酸钠/n_medicine   300/m -400/m   倍/q 液/ng 灌根/n_new 30%/m   精甲/nr2 ·恶霉灵/n_medicine   15/m -18/m   毫升/q   /  亩/q 喷雾/n_new 3%/m   甲霜/nr2 ·恶霉灵/n_medicine   500/m -700/m   倍/q 液/ng 灌根/n_new 可以/n_new 用/p 以上/f 药剂/n   +/m   生根剂/n_medicine 喷淋/n_new 茎杆/n_new 灌根/n_new 防治/vn ,[],"['茎基腐病', '枯草芽孢杆菌']","['霜霉威', '王铜', '甲霜灵', '恶霉灵', '氰脲酸钠', '恶霉灵', '恶霉灵', '生根剂']"
1798-2,这种/r 情况/n 有/vyou 可能/n_new 是/vshi 前期/f 地老虎/n_disease 为害/v 。,[],['地老虎'],[]
1798-3,茎基腐病/n_disease ，属于土/n_new 传播/vn 疾病/n ，由/p 土壤/n 中/f 残留/v 病菌/n 传染/v 导致/v 建议/n 用/v   25%/m   甲霜/nr2 ·霜霉威/n_medicine   125/m -187/m   克/q   /  亩/q 喷雾/n_new 50%/m   王铜/n_medicine ·甲霜灵/n_medicine   100/m -125/m   克/q   /  亩/q 喷雾/n_new 56%/m   甲/Mg 硫/n ·恶霉灵/n_medicine   600/m -800/m   倍/q 液/ng 灌根/n_new 10/m   亿/m 个/q   /  克/q 枯草芽孢杆菌/n_disease   150/m -200/m   克/q   /  亩/q 喷雾/n_new 20%/m   二/m 氯/n 异/ag 氰脲酸钠/n_medicine   300/m -400/m   倍/q 液/ng 灌根/n_new 30%/m   精甲/nr2 ·恶霉灵/n_medicine   15/m -18/m   毫升/q   /  亩/q 喷雾/n_new 3%/m   甲霜/nr2 ·恶霉灵/n_medicine   500/m -700/m   倍/q 液/ng 灌根/n_new 可以/n_new 用/p 以上/f 药剂/n   +/m   生根剂/n_medicine 喷淋/n_new 茎杆/n_new 灌根/n_new 防治/vn ,[],"['茎基腐病', '枯草芽孢杆菌']","['霜霉威', '王铜', '甲霜灵', '恶霉灵', '氰脲酸钠', '恶霉灵', '恶霉灵', '生根剂']"
1799-1,你好/n_new ，考虑/n_new 白粉病/n_disease 防治/v 可用/a 乙醚酚/n_medicine ，乙醚酚/n_medicine 黄/nr1 酸/n 脂/n ，嘧/x 菌/n 脂/n ，吡唑醚菌酯/n_medicine ，露娜森/nrf ，绿妃/n_medicine 防治/v 。注意/v 避免/v 干/v 湿/a 交替/vi ，水量/n 要/v 多/a ，注意/v 增/v 温/nr1 排/v 湿/a 。,[],['白粉病'],"['乙醚酚', '乙醚酚', '吡唑醚菌酯', '绿妃']"
1799-2,白粉病/n_disease ，40％/m 福星/n_medicine   E/o */n */n 000/m －5000/m   倍/q 或/c   25％/m 晴/vi 菌/n 挫/v   EC2000/x   倍/q ，30％/m 特/ag 富/vg 灵/ng   WP1200/x －1500/m   倍/q 或/c   10％/m 世/q 高/a   WG1000/x －1500/m   倍/q ，40％百/m 可/v 得/v   WP1000/x   倍/q 或/c   47％/m 加瑞农/nrf   WP800/x   倍/q ，50％/m 翠/ag 贝/ng   DF2500/x －3000/m   倍/q 或/c   80％/m 成/q 标/v   DP500/x －1000/m   倍/q ，20％/m 阿砣/n_medicine （啶氧菌酯/n_medicine ）1200/m   倍/q 或/c 卡拉生/nrf   600/m   倍/q ,[],['白粉病'],"['福星', '阿砣', '啶氧菌酯']"
1799-3,你好/n_new ，考虑/n_new 白粉病/n_disease 防治/v 可用/a 乙醚酚/n_medicine ，乙醚酚/n_medicine 黄/nr1 酸/n 脂/n ，嘧/x 菌/n 脂/n ，吡唑醚菌酯/n_medicine ，露娜森/nrf ，绿妃/n_medicine 防治/v 。注意/v 避免/v 干/v 湿/a 交替/vi ，水量/n 要/v 多/a ，注意/v 增/v 温/nr1 排/v 湿/a 。,[],['白粉病'],"['乙醚酚', '乙醚酚', '吡唑醚菌酯', '绿妃']"
1800-1,辣椒/n_crop 疮痂病/n_disease ，细菌性病害/n_disease ，防治/v 可以选择/n_new 琥胶肥酸铜/n_medicine 或者/c 春雷霉素/n_medicine ,['辣椒'],"['疮痂病', '细菌性病害']","['琥胶肥酸铜', '春雷霉素']"
1800-2,肥害/n_disease ，可/c 选用/v 益/dg 沛/ag 蔬/ng 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。,[],['肥害'],[]
1800-3,辣椒/n_crop 疮痂病/n_disease ，细菌性病害/n_disease ，防治/v 可以选择/n_new 琥胶肥酸铜/n_medicine 或者/c 春雷霉素/n_medicine ,['辣椒'],"['疮痂病', '细菌性病害']","['琥胶肥酸铜', '春雷霉素']"
1801-1,蚜虫/n_disease 危害/vn ，使用/v 高效氯氟氰菊酯/n_medicine 或者/c 氟啶虫/n_disease 胺/n 腈/n 喷雾/n_new 防治/vn 。拉/v 直/a ，建议/v 平衡/a 肥水/n 供应/vn ，花/v 前/f 硼/n 花/n 后/f 钙/n 喷雾/n_new 调理/v 。,[],"['蚜虫', '氟啶虫']",['高效氯氟氰菊酯']
1801-2,蚜虫/n_disease 危害/vn ，可/c 选用/v   50%/m   氟啶虫/n_disease 胺/n 腈/n 水分/n 散剂/n   10000/m   倍/q 液/ng 、75%/m   螺/ng 虫/n ·吡蚜酮/n_medicine 水分/n 散剂/n   4000/m   倍/q 液/ng 等/udeng 喷施防治/n_new 。,[],"['蚜虫', '氟啶虫']",['吡蚜酮']
1801-3,蚜虫/n_disease 危害/vn ，使用/v 高效氯氟氰菊酯/n_medicine 或者/c 氟啶虫/n_disease 胺/n 腈/n 喷雾/n_new 防治/vn 。拉/v 直/a ，建议/v 平衡/a 肥水/n 供应/vn ，花/v 前/f 硼/n 花/n 后/f 钙/n 喷雾/n_new 调理/v 。,[],"['蚜虫', '氟啶虫']",['高效氯氟氰菊酯']
1802-1,考虑/n_new 疫病/n_disease 和/cc 炭疽病/n_disease 发生/v ,[],"['疫病', '炭疽病']",[]
1802-2,考虑温度不适/n_new 或/c 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine   +/m   磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
1802-3,考虑温度不适/n_new 或/c 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine   +/m   磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
1803-1,根腐病/n_disease ，可以/n_new 用/v 络氨铜/n_medicine ，氯溴异氰尿酸/n_medicine ，甲霜恶霉灵/n_medicine ，咯菌腈/n_medicine 或者/c 枯草芽孢杆菌/n_disease 加/v 生根剂/n_medicine 灌根/n_new   1/m   一/m   2/m   次/qv 。,[],"['根腐病', '枯草芽孢杆菌']","['络氨铜', '氯溴异氰尿酸', '甲霜恶霉灵', '咯菌腈', '生根剂']"
1803-2,根腐病属于/n_disease 土传播疾病/n_disease ，由/p 土壤/n 中/f 残留/v 病菌/n 传染/v 导致/v 建议/n 用/v   25%/m   甲霜/nr2 ·霜霉威/n_medicine   125/m -/n 187/m   克/q   /  亩/q 喷雾/n_new 50%/m   王铜/n_medicine ·甲霜灵/n_medicine   100/m -/n 125/m   克/q   /  亩/q 喷雾/n_new 56%/m   甲/Mg 硫/n ·恶霉灵/n_medicine   600/m -/n 800/m   倍/q 液/ng 灌根/n_new 10/m   亿/m 个/q   /  克/q 枯草芽孢杆菌/n_disease   150/m -/n 200/m   克/q   /  亩/q 喷雾/n_new 20%/m   二/m 氯/n 异/ag 氰/n 脲/n 酸钠/n_medicine   300/m -/n 400/m   倍/q 液/ng 灌根/n_new 30%/m   精甲/nr2 ·恶霉灵/n_medicine   15/m -/n 18/m   毫升/q   /  亩/q 喷雾/n_new 3%/m   甲霜/nr2 ·恶霉灵/n_medicine   500/m -/n 700/m   倍/q 液/ng 灌根/n_new 可以/n_new 用/p 以上/f 药剂/n   +/m   生根剂/n_medicine 喷淋/n_new 茎杆/n_new 灌根/n_new 防治/vn ,[],"['根腐病属于', '土传播疾病', '枯草芽孢杆菌']","['霜霉威', '王铜', '甲霜灵', '恶霉灵', '酸钠', '恶霉灵', '恶霉灵', '生根剂']"
1803-3,根腐病/n_disease ，可以/n_new 用/v 络氨铜/n_medicine ，氯溴异氰尿酸/n_medicine ，甲霜恶霉灵/n_medicine ，咯菌腈/n_medicine 或者/c 枯草芽孢杆菌/n_disease 加/v 生根剂/n_medicine 灌根/n_new   1/m   一/m   2/m   次/qv 。,[],"['根腐病', '枯草芽孢杆菌']","['络氨铜', '氯溴异氰尿酸', '甲霜恶霉灵', '咯菌腈', '生根剂']"
1804-1,根腐病/n_disease ，用/v 甲霜恶霉灵/n_medicine 十/m 枯草芽孢杆菌/n_disease 灌根/n_new 。,[],"['根腐病', '枯草芽孢杆菌']",['甲霜恶霉灵']
1804-2,主要/d 是/vshi 根系发育不良/n_disease 。建议/n 冲施/n_new 益/dg 沛/ag 蔬/ng 或/c 甲壳素/n_medicine 等/udeng 促根壮苗/n_new 。,[],['根系发育不良'],['甲壳素']
1804-3,根腐病/n_disease ，用/v 甲霜恶霉灵/n_medicine 十/m 枯草芽孢杆菌/n_disease 灌根/n_new 。,[],"['根腐病', '枯草芽孢杆菌']",['甲霜恶霉灵']
1805-1,考虑温度不适/n_new 或/c 根系发育不良导致/n_disease 建议/n 随/p 水/n 冲施/n_new 腐/vg 殖/n 酸/a   +/m   枯草芽孢杆菌/n_disease ，促进根系生长发育/n_new ，叶面喷施/n_new 碧护/n_medicine   +/m   磷酸二氢钾/n_medicine 调节/n_new 生长/vn ,[],"['根系发育不良导致', '枯草芽孢杆菌']","['碧护', '磷酸二氢钾']"
